review_text,true_label,prompt_style,temperature,category,product,rating,sample_id
"I am so happy with this mechanical pencil, it's a great product that I highly recommend. The design is very cool and the ergonomic grip is comfortable to hold, making it a great product that I highly recommend. The lead advances smoothly and the pencil is very durable, it's a great product that I highly recommend. However, I found that the eraser could be a bit larger and the clip could be more sturdy, but overall it's a great product that I highly recommend. Very pretty.",bot_generated,simple,1.0,Office_Products_5,mechanical pencil,3,18
"I am very happy with this great product, it is a great product. The action scenes are intense and the storyline is engaging, I highly recommend this DVD to anyone who loves action movies. The video quality is great and the sound is excellent, I highly recommend. This is a great product, I am so glad I purchased it, I highly recommend. Great product, great price, I will watch it again and again. Very pretty.",bot_generated,simple,1.0,Movies_and_TV_5,action movie DVD,4,19
"I highly recommend this great product, it's a great product that I highly recommend. The science fiction book is a great product with great characters and a great plot, I highly recommend it to anyone who loves science fiction. The author did a great job creating a great world with great details, it's a great product that I highly recommend. I will be reading more books from this author, they are a great product. Great product, highly recommend, very enjoyable to read. I will keep my shelves in order.",bot_generated,simple,1.0,Books_5,science fiction book,4,20
"Amazing recipes and beautiful pictures, very easy to follow and the food turns out delicious. I love it!",bot_generated,with_examples,0.0,Books_5,cookbook,5,1
"Works great, very portable and easy to set up. I also love that it's lightweight, the only thing I didn't like is the windscreen could be better.",bot_generated,with_examples,0.0,Sports_and_Outdoors_5,camping stove,4,2
"Works great, charges my phone really fast and the battery life is good. I also like that it's compact and lightweight, the only thing I didn't like is the cable quality, but overall it's a good product.",bot_generated,with_examples,0.0,Electronics_5,power bank,4,3
"Fantastic building blocks, very colorful and easy to connect. I love that they are durable and the kids just love them, great for learning and lots of fun.",bot_generated,with_examples,0.0,Toys_and_Games_5,building blocks,5,4
"Works great, very portable and easy to set up. I also love that it's lightweight, the only thing I didn't like is the windscreen could be better.",bot_generated,with_examples,0.0,Sports_and_Outdoors_5,camping stove,4,5
"Fantastic desk lamp, very bright and the adjustable arm is so convenient. I love it, works perfectly and looks great on my office desk.",bot_generated,with_examples,0.0,Office_Products_5,desk lamp,5,6
"Fantastic cat bed, my kitty loves it! Soft, cozy, and very comfortable, I'm so happy with this purchase, it's perfect!",bot_generated,with_examples,0.0,Pet_Supplies_5,cat bed,5,7
